ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
211171/151434,0.133,0.000,0.430,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2380(_invalidate_internal)
8238/4119,0.010,0.000,0.160,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2395(__eq__)
8886/7806,0.010,0.000,0.055,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2402(_iter_break_from_left_to_right)
12218/6001,0.009,0.000,0.011,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2408(<lambda>)
108734/56186,0.054,0.000,0.060,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2409(<lambda>)
17181,0.021,0.000,0.616,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2417(transform_affine)
17181,0.016,0.000,0.030,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2421(transform_non_affine)
1712,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2431(transform_path_non_affine)
65544/25556,0.205,0.000,0.857,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2441(get_affine)
4692,0.011,0.000,0.028,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2462(__init__)
4692,0.008,0.000,0.026,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2497(get_matrix)
321408,0.340,0.000,2.370,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2508(composite_transform_factory)
123331,0.240,0.000,0.715,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2586(__init__)
45849,0.036,0.000,0.126,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2602(get_matrix)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2644(__init__)
16459,0.013,0.000,0.091,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2656(get_matrix)
51889,0.106,0.000,0.303,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2678(__init__)
4764,0.009,0.000,0.020,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2688(get_matrix)
6292,0.058,0.000,0.080,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:2839(nonsingular)
61205,0.198,0.000,1.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:99(__init__)
1173,0.003,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:162(_fast_from_codes_and_verts)
61205,0.114,0.000,0.215,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:191(_update_values)
73905,0.014,0.000,0.014,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:200(vertices)
64006,0.009,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:214(codes)
53624,0.006,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:233(simplify_threshold)
53624,0.007,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:245(should_simplify)
1173,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:343(__len__)
12903,0.065,0.000,0.274,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:346(iter_segments)
12903,0.060,0.000,0.581,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:412(iter_bezier)
1173,0.003,0.000,0.022,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:459(cleaned)
1157,0.003,0.000,0.031,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:478(transformed)
1173,0.005,0.000,0.100,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:491(contains_point)
1173,0.093,0.000,4.570,0.004,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:596(get_extents)
2993,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:723(unit_rectangle)
1157,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:793(unit_circle)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:805(circle)
1157,0.015,0.000,0.112,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/path.py:1042(get_path_collection_extents)
16,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/bezier.py:15(_comb)
11730,0.035,0.000,0.047,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/bezier.py:196(<listcomp>)
11730,0.136,0.000,0.211,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/bezier.py:192(__init__)
11730,0.141,0.000,0.267,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/bezier.py:201(__call__)
9384,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/bezier.py:225(control_points)
21114,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/bezier.py:235(degree)
9384,0.212,0.000,0.775,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/bezier.py:240(polynomial_coefficients)
11730,0.249,0.000,3.490,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/bezier.py:276(axis_aligned_extrema)
12592,0.006,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:560(set_useMathText)
6292,0.007,0.000,0.087,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:1641(nonsingular)
12592,0.043,0.000,0.962,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:1946(__init__)
12592,0.154,0.000,0.623,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:1987(_validate_steps)
12592,0.077,0.000,0.163,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:2002(_staircase)
12592,0.093,0.000,0.920,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:2008(set_params)
12592,0.033,0.000,1.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:2741(__init__)
1326187,0.676,0.000,0.676,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:107(__init__)
470510,0.374,0.000,1.562,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:170(invalidate)
834694/470510,0.987,0.000,1.187,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:180(_invalidate_internal)
1010151,0.168,0.000,0.437,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:222(<lambda>)
615790,1.577,0.000,1.776,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:207(set_children)
6353,0.012,0.000,0.068,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:259(frozen)
4058,0.003,0.000,0.167,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:263(__array__)
128093,0.132,0.000,0.163,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:266(x0)
128093,0.056,0.000,0.077,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:276(y0)
3,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:316(p1)
3176,0.007,0.000,0.260,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:326(xmin)
7940,0.016,0.000,0.090,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:331(ymin)
3176,0.005,0.000,0.026,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:336(xmax)
7940,0.016,0.000,0.136,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:341(ymax)
4748,0.009,0.000,0.011,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:356(intervalx)
4748,0.005,0.000,0.006,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:365(intervaly)
8699,0.010,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:374(width)
8699,0.008,0.000,0.009,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:380(height)
6336,0.029,0.000,0.085,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:386(size)
18055,0.084,0.000,0.153,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:392(bounds)
3176,0.023,0.000,0.088,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:487(transformed)
3176,0.037,0.000,0.078,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:506(anchored)
3176,0.031,0.000,0.066,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:547(shrunk_to_aspect)
1588,0.033,0.000,0.374,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:673(intersection)
276369,0.824,0.000,2.151,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:767(__init__)
6353,0.015,0.000,0.088,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:797(frozen)
120337,0.156,0.000,1.408,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:803(unit)
1158,0.003,0.000,0.016,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:808(null)
10158,0.019,0.000,0.238,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:813(from_bounds)
134644,0.244,0.000,3.153,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:822(from_extents)
5151,0.030,0.000,0.078,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:869(update_from_path)
5151,0.016,0.000,0.238,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:945(update_from_data_xy)
1572,0.006,0.000,0.436,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:996(p1)
3146,0.013,0.000,0.082,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1001(intervalx)
3146,0.011,0.000,0.016,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1006(intervaly)
10981,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1019(minpos)
3146,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1030(minposx)
3146,0.003,0.000,0.003,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1041(minposy)
327365,0.071,0.000,0.071,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1052(get_points)
3176,0.013,0.000,0.065,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1070(set)
121927,0.339,0.000,0.917,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1100(__init__)
31748/31321,0.109,0.000,0.530,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1122(get_points)
316716,0.210,0.000,2.592,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1348(__add__)
10552,0.006,0.000,0.013,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1363(_iter_break_from_left_to_right)
19376,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1375(depth)
3579,0.010,0.000,0.182,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1389(contains_branch)
2422,0.006,0.000,0.123,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1408(contains_branch_seperately)
2422,0.007,0.000,0.108,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1426(__sub__)
4349,0.004,0.000,0.159,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/transforms.py:1476(__array__)
12592,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/scale.py:97(__init__)
6292,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/scale.py:79(limit_range_for_scale)
8,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/PIL/ImageFile.py:75(_tilesort)
8,0.000,0.000,0.014,0.002,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/PIL/ImageFile.py:496(_save)
8,0.000,0.000,0.014,0.002,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/PIL/ImageFile.py:524(_encode_tile)
12592,0.093,0.000,3.435,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/scale.py:104(set_default_locators_and_formatters)
9500,0.009,0.000,0.025,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/scale.py:116(get_transform)
12592,0.034,0.000,0.061,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/scale.py:582(scale_factory)
50368,0.018,0.000,0.018,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:183(set_axis)
25182,0.004,0.000,0.004,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:265(_set_locator)
12592,0.173,0.000,1.507,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:433(__init__)
12592,0.007,0.000,0.007,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/ticker.py:481(set_useOffset)
3,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/rcsetup.py:66(__call__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/rcsetup.py:140(validate_bool)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/rcsetup.py:152(validate_axisbelow)
3,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/rcsetup.py:252(validate_backend)
10916,0.004,0.000,0.008,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:96(_sanitize_extrema)
342688,0.311,0.000,1.230,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:106(_is_nth_color)
134816,0.127,0.000,1.242,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:111(is_color_like)
134816,0.116,0.000,1.372,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:124(_check_color_like)
207872,0.262,0.000,0.926,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:152(to_rgba)
12,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:226(<genexpr>)
93,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:272(<genexpr>)
65,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:282(<genexpr>)
2332,0.008,0.000,0.011,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:195(_to_rgba_no_colorcycle)
2315,0.014,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:369(<setcomp>)
15042,0.101,0.000,0.415,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:287(to_rgba_array)
23140,0.662,0.000,1.801,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:589(__call__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:748(_set_extremes)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:1064(_init)
3886,0.011,0.000,0.017,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:1113(__init__)
1572,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:1141(vmin)
1572,0.004,0.000,0.046,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:1145(vmin)
1572,0.001,0.000,0.001,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:1152(vmax)
1572,0.003,0.000,0.035,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:1156(vmax)
3144,0.004,0.000,0.067,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:1173(_changed)
1572,0.012,0.000,0.501,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/colors.py:1278(autoscale_None)
1,0.000,0.000,0.000,0.000,{built-in method matplotlib._c_internal_utils.display_is_valid}
54498,0.012,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/__init__.py:80(<genexpr>)
190469,0.371,0.000,0.475,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/__init__.py:65(check_isinstance)
1042412,0.630,0.000,0.752,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/__init__.py:101(check_in_list)
183615,0.061,0.000,0.061,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/__init__.py:153(<genexpr>)
61205,0.285,0.000,0.424,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/__init__.py:132(check_shape)
12592,0.017,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/__init__.py:171(check_getitem)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/__init__.py:218(__getattr__)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:192(finalize)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:210(<listcomp>)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:133(deprecate)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:104(deprecated)
13332/7040,0.015,0.000,1.537,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:294(wrapper)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:46(_get_running_interactive_framework)
8,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:106(__init__)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:109(__call__)
17,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:115(__hash__)
3894,0.008,0.000,0.024,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:119(_weak_or_strong_ref)
188643,0.353,0.000,0.353,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:184(__init__)
4,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:355(<genexpr>)
4740,0.002,0.000,0.002,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:403(<genexpr>)
10198/5889,0.033,0.000,40.256,0.007,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:384(wrapper)
6,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:321(delete_parameter)
1573,0.005,0.000,2.088,0.001,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:448(wrapper)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/_api/deprecation.py:469(deprecate_method_override)
3894,0.014,0.000,0.041,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:214(connect)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:250(disconnect)
999066/995922,1.097,0.000,1.386,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:276(process)
1572,0.004,0.000,0.010,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:411(to_filehandle)
1572,0.004,0.000,0.015,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:463(open_file_cm)
9256,0.006,0.000,0.012,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:469(is_scalar_or_string)
12592,0.043,0.000,0.482,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:512(_get_data_path)
2215,0.018,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:557(__setitem__)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:570(__init__)
3,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:598(push)
3,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:623(clear)
1,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:628(bubble)
3886,0.017,0.000,0.229,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:700(safe_masked_invalid)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:818(<dictcomp>)
2,0.000,0.000,0.000,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:817(__init__)
3176,0.005,0.000,0.005,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:820(__contains__)
52782,0.011,0.000,0.011,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:826(<listcomp>)
52782,0.044,0.000,0.055,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:823(clean)
49636,0.021,0.000,0.021,0.000,/home/wayexists/miniconda3/envs/fall_detection/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:876(<listcomp>)
